unit_id,cycle,timestamp,op_regime,op_setpoint_flow,ambient_temp_c,vibration_rms_mms,bearing_temp_c,casing_temp_c,motor_current_a,discharge_pressure_bar,suction_pressure_bar,flow_rate_m3h,motor_winding_temp_c,power_kw,oil_particle_count,coolant_flow_lpm,ambient_humidity_pct,pump_speed_rpm,gearbox_temp_c
PUMP_031,156,2024-08-14 11:00:00,2,148.07,26.2,9.047,77.73,62.12,54.63,7.962,1.083,138.71,89.93,33.62,,12.009,38.0,2955.0,44.51
PUMP_031,157,2024-08-14 12:00:00,2,147.55,26.18,9.268,77.73,63.13,54.38,7.978,1.125,137.24,90.6,33.3,,11.974,39.0,2955.5,45.12
PUMP_031,158,2024-08-14 13:00:00,2,147.32,26.25,9.346,78.49,64.2,53.35,8.227,1.039,137.41,86.05,32.9,,11.981,64.5,2952.1,45.21
PUMP_031,159,2024-08-14 14:00:00,2,148.12,26.47,9.175,78.88,66.15,53.25,8.005,1.1,139.5,89.05,32.86,,11.975,60.0,2952.4,45.65
PUMP_031,160,2024-08-14 15:00:00,2,146.61,26.86,9.69,78.15,67.01,55.1,8.12,1.036,137.87,89.76,34.07,178.9,12.017,49.3,2953.8,46.13
PUMP_031,161,2024-08-14 16:00:00,2,146.54,26.64,9.697,78.71,65.76,55.02,7.914,1.136,136.69,87.77,34.57,,12.016,74.3,2952.8,46.2
PUMP_031,162,2024-08-14 17:00:00,2,147.28,26.56,10.088,78.54,63.31,55.19,8.205,1.077,135.33,87.75,35.0,,12.012,36.1,2954.7,46.11
PUMP_031,163,2024-08-14 18:00:00,2,149.26,26.37,9.621,80.98,66.34,53.69,7.963,1.08,134.37,92.33,32.75,,12.001,45.0,2953.0,46.52
PUMP_031,164,2024-08-14 19:00:00,2,149.83,25.96,10.009,80.65,65.05,53.74,7.987,1.117,141.19,87.29,33.32,,11.993,58.6,2955.4,46.66
PUMP_031,165,2024-08-14 20:00:00,2,144.82,26.02,9.799,80.65,66.06,52.99,8.064,1.091,136.99,90.82,33.26,,11.997,75.8,2954.9,46.79
PUMP_031,166,2024-08-14 21:00:00,2,148.53,26.25,10.493,80.17,64.74,54.27,8.362,1.081,136.81,90.73,34.1,,12.006,73.0,2956.6,46.78
PUMP_031,167,2024-08-14 22:00:00,2,147.69,26.06,10.734,82.15,66.87,53.7,7.929,1.055,138.78,94.42,32.68,,12.01,66.3,2955.7,46.91
PUMP_031,168,2024-08-14 23:00:00,2,152.6,25.89,10.763,80.88,65.34,54.14,7.994,1.069,138.08,92.34,33.53,,11.983,55.6,2950.3,46.74
PUMP_031,169,2024-08-15 00:00:00,2,147.56,25.73,11.298,81.16,69.84,52.12,8.147,1.036,137.9,87.66,32.66,,12.011,53.7,2953.9,46.58
PUMP_031,170,2024-08-15 01:00:00,2,145.96,25.98,11.083,83.37,68.82,53.88,7.995,1.033,135.87,88.47,33.03,225.3,12.016,65.5,2956.3,47.47
PUMP_031,171,2024-08-15 02:00:00,2,149.39,25.84,10.867,82.26,66.18,55.49,7.985,1.085,137.38,89.63,34.1,,12.012,64.2,2958.1,47.46
PUMP_031,172,2024-08-15 03:00:00,2,149.33,25.29,11.534,83.5,68.22,54.5,8.245,1.016,141.49,91.22,34.12,,11.978,52.0,2958.0,47.78
PUMP_031,173,2024-08-15 04:00:00,2,147.6,25.31,11.889,82.82,70.49,51.94,8.133,1.059,136.26,88.14,31.99,,12.011,72.8,2958.3,47.67
PUMP_031,174,2024-08-15 05:00:00,2,148.81,25.2,11.691,83.57,69.63,55.08,8.245,1.074,139.28,92.11,34.34,,11.999,69.9,2955.4,48.0
PUMP_031,175,2024-08-15 06:00:00,2,150.04,24.93,11.483,84.2,68.5,55.65,7.877,1.077,141.9,92.15,35.13,,12.023,77.4,2957.9,48.0
PUMP_031,176,2024-08-15 07:00:00,2,150.33,24.94,11.655,85.99,69.06,53.21,8.064,0.969,138.96,91.1,33.05,,11.998,52.0,2959.7,48.0
PUMP_031,177,2024-08-15 08:00:00,2,149.0,24.98,12.055,85.51,70.09,54.85,7.953,1.032,139.28,94.2,33.82,,12.017,44.1,2957.2,47.63
PUMP_031,178,2024-08-15 09:00:00,2,146.84,24.91,12.018,86.04,69.16,54.43,7.926,1.09,135.73,93.36,33.97,,12.022,43.7,2955.9,47.4
PUMP_031,179,2024-08-15 10:00:00,2,145.69,24.86,12.544,86.43,71.93,55.2,7.933,1.078,135.21,94.67,34.34,,12.012,62.6,2956.5,47.74
PUMP_031,180,2024-08-15 11:00:00,2,146.82,24.44,12.37,87.52,74.72,55.45,8.022,1.054,134.16,97.45,34.13,323.2,11.992,43.6,2950.3,46.88
PUMP_031,181,2024-08-15 12:00:00,2,149.76,24.19,12.798,88.71,71.96,54.73,7.928,1.029,138.65,91.32,33.92,,12.007,66.8,2953.9,46.55
PUMP_031,182,2024-08-15 13:00:00,2,149.0,24.26,12.917,87.7,71.18,55.0,7.807,1.04,137.97,94.11,34.37,,11.988,75.7,2948.5,45.28
PUMP_031,183,2024-08-15 14:00:00,2,144.72,24.44,12.556,86.22,68.29,56.62,7.803,1.061,133.82,92.36,35.15,,11.992,36.2,2954.9,44.39
PUMP_031,184,2024-08-15 15:00:00,2,144.47,24.25,13.043,88.19,73.68,58.7,7.754,1.029,135.21,94.91,35.96,,12.017,72.7,2952.9,44.51
PUMP_031,185,2024-08-15 16:00:00,2,143.36,24.71,13.488,89.93,73.31,55.85,7.898,1.062,132.73,93.13,34.9,,12.001,44.9,2951.0,44.01
PUMP_031,186,2024-08-15 17:00:00,2,148.84,24.65,13.357,86.99,67.99,55.46,7.973,1.077,135.74,93.42,34.25,,11.998,58.7,2956.2,44.14
PUMP_031,187,2024-08-15 18:00:00,0,84.36,24.47,12.945,82.23,68.02,41.76,8.929,1.083,77.6,77.42,25.85,,12.025,46.5,2953.3,44.58
PUMP_031,188,2024-08-15 19:00:00,0,84.35,24.51,13.07,81.42,66.93,42.28,8.841,1.117,75.74,80.48,25.64,,12.021,48.1,2954.6,44.48
PUMP_031,189,2024-08-15 20:00:00,0,84.91,24.59,12.988,81.34,67.12,42.47,8.802,1.071,77.47,82.86,26.95,,11.984,70.4,2956.0,44.47
PUMP_031,190,2024-08-15 21:00:00,0,84.23,24.6,13.8,80.99,66.07,42.61,8.915,1.075,76.71,78.15,26.71,437.6,12.002,47.5,2951.3,44.22
PUMP_031,191,2024-08-15 22:00:00,0,84.01,24.59,13.354,81.12,66.92,40.59,8.576,1.111,77.39,76.6,25.1,,11.994,70.9,2956.8,44.34
PUMP_031,192,2024-08-15 23:00:00,0,87.57,24.73,13.484,83.57,66.75,42.07,8.819,1.163,79.88,81.74,26.42,,11.996,48.7,2955.1,44.34
PUMP_031,193,2024-08-16 00:00:00,0,86.47,25.06,14.156,81.01,66.84,42.46,8.801,1.074,79.45,83.07,26.85,,12.016,45.0,2956.3,43.85
PUMP_031,194,2024-08-16 01:00:00,0,86.69,24.82,13.934,86.01,71.16,42.43,8.584,1.175,78.89,85.64,26.74,,12.01,67.6,2953.1,43.66
PUMP_031,195,2024-08-16 02:00:00,0,87.79,24.61,14.269,84.8,68.87,43.15,8.486,1.056,83.33,81.02,26.69,,11.976,47.8,2957.7,44.2
PUMP_031,196,2024-08-16 03:00:00,0,87.0,24.63,14.538,84.77,68.07,44.5,8.714,1.117,78.33,81.26,27.27,,12.017,36.1,2955.1,44.73
PUMP_031,197,2024-08-16 04:00:00,0,83.2,24.84,14.87,85.03,71.45,43.49,8.802,1.114,74.39,82.84,26.81,,11.993,45.2,2955.5,44.79
PUMP_031,198,2024-08-16 05:00:00,0,86.06,24.38,14.275,84.11,70.42,43.45,8.532,1.12,78.88,80.44,27.15,,12.007,69.9,2954.0,43.7
PUMP_032,1,2025-01-17 00:00:00,0,84.3,23.86,1.885,51.48,51.06,38.18,9.179,1.244,79.56,61.73,24.08,,11.995,50.1,2953.6,37.53
PUMP_032,2,2025-01-17 01:00:00,0,84.74,24.01,1.777,49.71,45.24,37.08,9.313,1.173,78.69,62.55,23.2,,11.973,62.1,2951.2,38.14
PUMP_032,3,2025-01-17 02:00:00,0,87.64,24.14,1.297,50.61,45.56,38.96,9.255,1.3,80.85,66.27,24.55,,12.012,68.3,2951.5,37.42
PUMP_032,4,2025-01-17 03:00:00,0,84.36,24.07,1.898,51.28,45.33,36.33,9.315,1.256,79.26,60.56,23.71,,12.001,38.4,2954.5,38.1
PUMP_032,5,2025-01-17 04:00:00,0,85.8,24.65,1.765,54.68,50.29,37.95,9.201,1.28,84.04,65.22,23.66,,12.015,46.3,2955.7,37.79
PUMP_032,6,2025-01-17 05:00:00,0,83.57,24.32,2.006,50.81,46.21,37.55,9.132,1.273,77.91,62.14,23.42,,11.979,68.0,2955.1,37.11
PUMP_032,7,2025-01-17 06:00:00,0,84.88,24.18,2.024,51.56,48.34,38.71,9.311,1.238,81.48,63.3,24.96,,11.998,59.8,2953.9,37.03
PUMP_032,8,2025-01-17 07:00:00,0,83.1,23.93,1.843,52.08,48.36,37.62,9.221,1.199,81.48,64.36,23.22,,11.996,59.1,2956.3,36.95
PUMP_032,9,2025-01-17 08:00:00,0,82.21,23.74,2.033,52.62,51.03,39.12,9.225,1.254,77.04,64.11,24.26,,11.972,60.8,2956.8,36.99
PUMP_032,10,2025-01-17 09:00:00,0,84.14,23.68,1.488,51.72,45.83,37.74,9.261,1.196,79.22,65.2,24.25,62.1,11.977,42.2,2956.3,36.73
PUMP_032,11,2025-01-17 10:00:00,0,87.14,23.75,1.784,51.45,47.35,38.55,9.351,1.293,81.42,59.0,24.4,,12.004,56.1,2956.5,37.35
PUMP_032,12,2025-01-17 11:00:00,0,85.48,23.76,2.092,55.22,49.51,38.63,9.255,1.297,79.44,67.66,23.57,,12.039,39.6,2956.9,37.61
PUMP_032,13,2025-01-17 12:00:00,0,86.38,24.46,2.01,51.35,44.27,38.35,9.337,1.267,80.33,65.64,23.94,,12.019,74.9,2950.5,37.64
PUMP_032,14,2025-01-17 13:00:00,0,82.98,24.05,1.757,55.12,50.49,38.49,8.899,1.243,74.17,62.77,24.27,,11.973,71.0,2955.9,37.52
PUMP_032,15,2025-01-17 14:00:00,0,88.82,23.96,1.908,51.47,46.99,36.57,9.266,1.292,82.75,65.31,22.78,,12.003,36.9,2953.6,38.55
PUMP_032,16,2025-01-17 15:00:00,0,86.73,24.12,1.599,52.1,48.95,37.49,9.384,1.3,80.31,66.33,23.32,,11.989,61.9,2959.6,38.43
PUMP_032,17,2025-01-17 16:00:00,0,83.23,23.42,2.186,53.03,48.71,37.56,9.337,1.274,78.35,69.82,22.89,,12.01,39.4,2957.8,38.38
PUMP_032,18,2025-01-17 17:00:00,0,84.17,23.6,2.036,51.52,47.37,38.6,9.07,1.303,83.04,65.62,24.31,,12.002,74.8,2955.7,38.22
PUMP_032,19,2025-01-17 18:00:00,0,82.24,23.95,1.832,50.26,48.64,39.07,9.113,1.304,78.02,63.71,25.17,,11.99,59.0,2954.5,38.7
PUMP_032,20,2025-01-17 19:00:00,0,82.03,23.87,1.898,52.35,46.91,38.26,9.424,1.311,77.54,63.61,24.0,38.5,12.012,49.2,2949.6,38.73
PUMP_032,21,2025-01-17 20:00:00,0,85.71,23.69,1.92,50.36,47.94,37.74,9.511,1.302,79.87,61.95,23.9,,12.001,52.7,2952.1,38.37
PUMP_032,22,2025-01-17 21:00:00,0,80.94,23.57,1.957,48.93,46.31,38.03,9.261,1.145,77.05,66.12,23.35,,12.004,42.3,2953.8,38.57
PUMP_032,23,2025-01-17 22:00:00,0,85.23,23.65,1.734,52.56,50.59,38.29,9.657,1.269,80.12,64.95,23.43,,12.0,55.6,2955.9,38.84
PUMP_032,24,2025-01-17 23:00:00,0,83.68,23.69,1.973,50.58,46.51,37.94,9.17,1.256,77.29,65.13,23.33,,12.0,77.0,2954.0,38.58
PUMP_032,25,2025-01-18 00:00:00,0,85.97,23.83,2.297,53.15,51.92,37.42,9.359,1.283,81.49,64.68,23.45,,12.001,74.1,2958.7,38.8
PUMP_032,26,2025-01-18 01:00:00,0,85.21,23.62,2.024,52.33,47.32,36.98,9.08,1.19,78.52,59.48,23.11,,12.02,64.1,2953.5,39.66
PUMP_032,27,2025-01-18 02:00:00,0,82.43,23.85,1.722,52.94,49.05,37.11,9.258,1.203,76.87,62.31,22.49,,12.013,68.1,2960.8,40.29
PUMP_032,28,2025-01-18 03:00:00,0,84.54,23.82,1.721,53.74,48.01,36.99,9.035,1.323,79.12,59.01,22.93,,12.018,56.3,2951.9,40.76
PUMP_032,29,2025-01-18 04:00:00,1,115.23,24.45,2.164,56.95,52.26,44.18,8.876,1.246,107.82,71.86,27.47,,11.969,35.8,2956.8,40.82
PUMP_032,30,2025-01-18 05:00:00,1,115.12,24.2,2.486,57.41,50.5,43.46,8.713,1.232,110.73,69.82,27.15,46.8,12.006,40.5,2954.7,40.87
PUMP_032,31,2025-01-18 06:00:00,1,114.82,24.56,2.221,55.18,53.85,44.61,8.669,1.198,109.42,70.93,27.74,,11.984,67.4,2954.2,41.33
PUMP_032,32,2025-01-18 07:00:00,1,117.21,24.38,1.662,57.47,51.63,42.04,8.985,1.179,108.22,70.68,26.5,,12.003,66.8,2954.8,40.62
PUMP_032,33,2025-01-18 08:00:00,1,116.97,24.06,1.859,56.73,50.74,43.32,8.864,1.191,108.34,74.47,26.38,,12.018,49.6,2953.0,40.56
PUMP_032,34,2025-01-18 09:00:00,1,112.96,24.05,1.861,56.66,49.43,43.89,8.685,1.191,106.47,70.12,28.01,,11.984,62.3,2955.7,40.27
PUMP_032,35,2025-01-18 10:00:00,1,112.46,23.76,2.273,57.37,48.27,44.21,8.7,1.247,107.91,70.32,26.66,,12.004,46.1,2953.1,40.01
PUMP_032,36,2025-01-18 11:00:00,1,112.65,23.85,1.8,57.44,51.82,44.13,8.587,1.232,105.22,69.36,27.86,,11.992,36.2,2955.5,40.16
PUMP_032,37,2025-01-18 12:00:00,1,114.61,24.1,2.385,56.45,49.07,44.95,8.7,1.183,105.46,69.28,28.46,,12.015,64.0,2956.0,40.38
PUMP_032,38,2025-01-18 13:00:00,1,115.36,23.97,2.542,53.65,49.95,45.41,8.693,1.256,108.68,70.49,27.81,,12.003,58.7,2955.4,40.06
PUMP_032,39,2025-01-18 14:00:00,1,118.24,23.77,2.338,57.84,47.57,44.5,8.831,1.106,110.46,70.29,28.41,,11.995,68.2,2953.7,39.39
PUMP_032,40,2025-01-18 15:00:00,1,113.36,24.01,1.611,55.41,48.39,44.2,8.803,1.106,109.61,71.68,27.41,34.5,11.996,35.8,2958.5,39.83
PUMP_032,41,2025-01-18 16:00:00,1,114.98,23.75,1.912,56.5,50.83,44.58,8.651,1.249,106.57,68.24,27.63,,12.004,66.5,2950.7,39.94
PUMP_032,42,2025-01-18 17:00:00,1,114.56,23.36,2.06,56.95,53.1,44.02,8.643,1.287,105.85,69.06,27.71,,12.026,71.7,2956.2,39.86
PUMP_032,43,2025-01-18 18:00:00,1,115.82,23.59,1.993,53.34,48.54,45.2,9.004,1.107,107.91,71.74,28.13,,12.004,44.4,2959.3,39.47
PUMP_032,44,2025-01-18 19:00:00,1,114.87,23.63,1.9,55.64,50.42,44.09,8.881,1.198,106.13,68.95,27.21,,12.008,44.9,2957.7,39.6
PUMP_032,45,2025-01-18 20:00:00,1,113.44,23.62,1.932,56.32,48.91,43.97,8.885,1.289,106.94,71.08,27.19,,12.015,53.9,2952.2,39.27
PUMP_032,46,2025-01-18 21:00:00,0,85.24,23.39,1.857,56.01,50.38,38.6,9.157,1.183,79.41,64.71,24.13,,11.997,51.8,2953.2,39.06
PUMP_032,47,2025-01-18 22:00:00,0,88.08,23.55,1.708,53.29,48.0,37.56,9.005,1.285,84.08,63.94,23.18,,11.985,59.4,2954.7,39.42
PUMP_032,48,2025-01-18 23:00:00,0,84.88,23.74,1.762,50.93,49.55,39.56,9.205,1.234,83.54,63.81,24.85,,12.002,37.0,2952.1,39.64
PUMP_032,49,2025-01-19 00:00:00,0,87.99,23.25,2.022,53.68,45.81,36.84,9.072,1.286,81.86,64.65,22.77,,12.014,64.9,2953.2,39.83
PUMP_032,50,2025-01-19 01:00:00,0,84.8,23.98,1.278,54.05,50.22,37.28,9.502,1.295,77.15,62.81,23.06,52.6,11.999,55.8,2951.3,40.23
PUMP_032,51,2025-01-19 02:00:00,0,87.13,23.63,1.447,51.83,46.61,39.21,9.045,1.261,80.7,67.81,24.25,,11.984,76.5,2956.7,39.79
PUMP_032,52,2025-01-19 03:00:00,0,83.95,23.46,1.732,52.23,47.64,39.71,9.323,1.212,77.23,63.17,23.93,,12.01,50.7,2957.7,40.15
PUMP_032,53,2025-01-19 04:00:00,0,85.87,23.34,1.755,52.84,48.03,40.04,9.1,1.206,81.3,66.24,24.82,,12.027,76.5,2953.3,40.52
PUMP_032,54,2025-01-19 05:00:00,0,87.04,22.84,1.708,52.86,47.59,37.79,9.13,1.226,82.18,65.87,23.72,,12.001,55.2,2954.1,40.99
PUMP_032,55,2025-01-19 06:00:00,0,86.5,22.6,1.869,52.15,46.25,38.22,9.314,1.178,81.65,60.87,24.48,,11.988,54.6,2952.6,41.14
PUMP_032,56,2025-01-19 07:00:00,0,88.2,22.44,1.777,50.8,44.68,38.6,8.978,1.275,82.13,62.46,24.65,,12.016,63.2,2956.4,41.18
PUMP_032,57,2025-01-19 08:00:00,0,90.05,22.35,2.254,50.06,50.26,38.74,9.279,1.168,83.48,65.3,24.14,,12.014,48.0,2953.2,41.41
PUMP_032,58,2025-01-19 09:00:00,2,145.31,22.15,2.322,59.98,52.75,52.32,8.151,1.244,137.4,83.61,32.41,,12.009,57.0,2952.6,41.87
PUMP_032,59,2025-01-19 10:00:00,2,145.92,22.43,2.609,60.53,51.79,51.78,8.293,1.152,138.19,81.14,31.81,,12.004,57.1,2956.8,41.88
PUMP_032,60,2025-01-19 11:00:00,2,145.4,22.51,2.524,61.07,54.76,53.73,8.325,1.173,138.83,82.17,33.58,21.6,12.003,72.3,2958.0,42.25
PUMP_032,61,2025-01-19 12:00:00,2,151.47,22.75,2.581,62.19,55.72,52.44,8.297,1.159,143.27,79.39,31.98,,12.023,71.3,2955.3,40.95
PUMP_032,62,2025-01-19 13:00:00,2,146.9,22.66,2.52,60.16,53.14,52.54,8.026,1.25,137.55,82.78,32.2,,12.011,50.0,2950.8,40.27
PUMP_032,63,2025-01-19 14:00:00,2,147.37,22.83,2.827,60.14,51.55,50.69,8.118,1.203,136.17,82.11,30.82,,11.999,44.6,2957.8,40.67
PUMP_032,64,2025-01-19 15:00:00,2,148.94,22.88,2.707,61.95,55.67,52.33,8.194,1.224,140.61,74.16,32.38,,12.006,62.3,2951.0,40.81
PUMP_032,65,2025-01-19 16:00:00,2,147.92,23.07,2.338,60.31,51.95,52.57,8.036,1.16,138.02,79.23,32.65,,11.998,60.2,2951.9,40.99
PUMP_032,66,2025-01-19 17:00:00,2,148.64,22.8,2.933,60.49,51.94,52.42,8.209,1.209,139.07,78.94,32.02,,11.997,75.7,2954.0,40.81
PUMP_032,67,2025-01-19 18:00:00,2,146.92,23.1,2.76,61.2,52.15,50.08,8.287,1.211,136.96,78.23,30.67,,11.997,49.5,2955.7,40.12
PUMP_032,68,2025-01-19 19:00:00,2,150.6,23.15,2.553,61.1,52.06,50.96,8.077,1.182,136.92,80.63,31.81,,12.011,75.2,2953.9,40.6
PUMP_032,69,2025-01-19 20:00:00,2,146.02,23.15,2.842,59.93,54.04,51.0,8.252,1.189,137.38,83.14,31.51,,11.997,51.7,2958.2,40.89
PUMP_032,70,2025-01-19 21:00:00,2,147.81,23.5,2.499,62.36,53.72,51.56,8.125,1.191,136.48,80.06,31.58,39.9,11.999,36.4,2955.6,41.4
PUMP_032,71,2025-01-19 22:00:00,2,148.48,23.43,2.712,62.92,58.53,51.48,8.15,1.188,138.63,79.18,31.66,,12.003,48.6,2955.1,40.57
PUMP_032,72,2025-01-19 23:00:00,2,149.19,23.34,2.395,60.91,53.97,54.58,8.194,1.21,139.41,81.02,34.07,,12.012,61.9,2951.6,40.99
PUMP_032,73,2025-01-20 00:00:00,2,148.69,23.67,2.876,64.36,56.04,51.39,8.25,1.142,137.52,81.32,32.08,,12.019,44.6,2958.3,41.37
PUMP_032,74,2025-01-20 01:00:00,2,147.43,23.57,2.785,60.59,53.75,51.92,7.957,1.057,138.36,81.29,32.12,,11.991,40.5,2954.6,41.6
PUMP_032,75,2025-01-20 02:00:00,2,146.73,23.52,2.701,61.58,53.15,52.49,8.196,1.147,139.34,78.43,32.09,,12.008,74.1,2952.5,41.63
PUMP_032,76,2025-01-20 03:00:00,2,151.14,23.14,2.844,59.9,54.2,52.07,8.18,1.148,139.85,83.15,31.75,,12.009,52.4,2953.4,41.38
PUMP_032,77,2025-01-20 04:00:00,2,145.65,22.91,2.335,61.0,52.36,53.75,8.074,1.184,134.38,78.09,32.57,,12.003,48.4,2958.4,41.6
PUMP_032,78,2025-01-20 05:00:00,2,149.5,23.16,2.935,64.03,54.89,52.53,7.906,1.177,138.46,79.05,32.18,,11.974,50.0,2955.6,41.43
PUMP_032,79,2025-01-20 06:00:00,2,145.77,23.22,2.551,62.13,55.69,51.88,8.097,1.149,135.78,82.53,32.4,,12.0,55.3,2954.5,41.72
PUMP_032,80,2025-01-20 07:00:00,2,148.83,22.95,3.179,61.78,56.19,51.9,8.073,1.096,136.64,83.55,31.85,59.4,12.003,63.6,2953.6,41.54
PUMP_032,81,2025-01-20 08:00:00,2,149.71,22.8,2.754,60.66,56.54,53.08,7.978,1.146,137.56,80.46,32.47,,12.02,51.5,2956.2,41.44
PUMP_032,82,2025-01-20 09:00:00,2,145.57,22.57,2.457,59.96,52.31,53.46,8.09,1.184,134.3,80.33,32.74,,12.018,37.0,2951.5,41.1
PUMP_032,83,2025-01-20 10:00:00,2,149.21,22.66,3.353,63.42,56.04,52.86,7.889,1.218,136.59,80.43,32.57,,12.01,48.9,2955.4,41.09
PUMP_032,84,2025-01-20 11:00:00,2,146.84,22.77,2.974,62.36,51.81,51.92,8.045,1.14,134.35,79.64,32.59,,12.036,60.4,2953.8,41.1
PUMP_032,85,2025-01-20 12:00:00,2,143.82,22.62,2.557,60.82,55.89,51.92,7.954,1.163,133.25,80.71,31.81,,12.008,42.8,2951.5,41.61
PUMP_032,86,2025-01-20 13:00:00,2,149.44,22.36,2.895,60.75,53.24,53.05,8.035,1.155,136.41,80.23,32.62,,11.993,72.2,2954.1,41.66
PUMP_032,87,2025-01-20 14:00:00,2,146.09,21.94,3.097,62.67,55.8,54.03,7.745,1.122,134.74,80.35,32.98,,12.014,50.6,2951.3,40.54
PUMP_032,88,2025-01-20 15:00:00,2,146.77,22.3,2.085,63.31,56.12,53.33,7.54,1.197,133.22,81.54,33.4,,11.998,55.0,2953.5,41.54
PUMP_032,89,2025-01-20 16:00:00,2,145.33,22.23,2.915,60.16,53.82,52.39,7.715,1.178,133.56,82.46,32.44,,12.007,66.6,2949.5,41.3
PUMP_032,90,2025-01-20 17:00:00,2,146.71,22.37,2.89,62.02,53.37,52.61,7.875,1.266,133.21,83.76,32.03,43.4,11.986,46.6,2953.3,40.64
PUMP_032,91,2025-01-20 18:00:00,2,150.53,22.1,2.915,62.44,53.48,51.03,8.109,1.114,137.79,82.43,31.2,,11.992,73.9,2952.0,41.08
PUMP_032,92,2025-01-20 19:00:00,2,151.19,22.01,2.522,62.32,55.88,53.93,7.877,1.153,140.64,82.66,33.56,,11.978,65.1,2954.8,41.42
PUMP_032,93,2025-01-20 20:00:00,2,146.47,21.72,2.871,62.05,53.57,51.93,8.004,1.161,132.61,82.34,32.61,,12.0,69.8,2954.5,41.29
PUMP_032,94,2025-01-20 21:00:00,2,147.65,21.88,2.576,60.38,52.2,54.07,7.895,1.125,133.34,81.36,33.23,,11.99,56.5,2955.6,40.8
PUMP_032,95,2025-01-20 22:00:00,2,148.46,22.07,3.061,62.41,54.41,53.23,7.508,1.202,135.82,82.91,33.23,,12.034,51.3,2958.0,40.91
PUMP_032,96,2025-01-20 23:00:00,2,146.08,22.27,2.846,63.39,55.0,55.08,7.765,1.139,132.5,84.22,34.25,,12.019,40.6,2958.1,40.75
PUMP_032,97,2025-01-21 00:00:00,2,149.12,22.07,3.054,60.58,52.74,54.25,7.649,1.125,140.35,84.31,34.34,,11.993,36.5,2954.0,40.77
PUMP_032,98,2025-01-21 01:00:00,2,150.54,22.1,3.027,62.69,54.53,53.7,7.593,1.187,134.4,82.41,32.86,,11.989,39.0,2955.0,40.8
PUMP_032,99,2025-01-21 02:00:00,2,145.77,21.79,3.098,63.08,55.41,53.48,7.694,1.11,132.22,83.58,33.84,,11.99,55.6,2952.5,40.03
PUMP_032,100,2025-01-21 03:00:00,2,150.43,21.82,2.945,61.14,52.23,52.99,7.715,1.159,140.55,85.41,33.14,47.5,11.988,65.5,2954.5,39.81
PUMP_032,101,2025-01-21 04:00:00,2,145.81,22.02,3.087,61.84,52.45,53.71,7.415,1.113,132.37,84.75,32.9,,11.986,74.6,2958.4,39.62
PUMP_032,102,2025-01-21 05:00:00,2,147.45,21.92,3.152,61.58,54.88,53.63,7.508,1.132,133.71,83.07,33.48,,11.999,77.9,2952.7,39.59
PUMP_032,103,2025-01-21 06:00:00,2,152.49,21.88,3.472,62.82,55.44,52.5,7.517,1.144,135.32,82.21,32.22,,11.99,56.2,2959.9,39.6
PUMP_032,104,2025-01-21 07:00:00,2,151.35,21.64,3.223,61.39,53.4,55.08,7.551,1.167,135.95,80.23,34.19,,11.984,45.9,2950.0,38.94
PUMP_032,105,2025-01-21 08:00:00,2,145.53,21.43,3.354,60.69,52.61,53.78,7.639,1.142,130.98,87.32,33.54,,12.019,55.6,2955.4,38.69
PUMP_032,106,2025-01-21 09:00:00,2,149.5,21.23,3.382,63.52,56.49,53.86,7.424,1.117,131.02,89.29,33.1,,11.992,76.0,2952.9,38.59
PUMP_032,107,2025-01-21 10:00:00,2,145.59,21.05,3.218,64.4,54.09,52.61,7.552,1.153,131.97,86.7,33.32,,11.991,59.4,2949.2,38.49
PUMP_032,108,2025-01-21 11:00:00,2,148.92,21.28,3.403,62.7,53.05,53.96,7.727,1.1,131.75,84.04,33.41,,12.025,66.1,2957.3,38.91
PUMP_032,109,2025-01-21 12:00:00,2,147.27,21.11,3.389,60.62,52.25,55.11,7.438,1.177,133.62,85.24,34.14,,12.028,36.2,2955.2,39.19
PUMP_032,110,2025-01-21 13:00:00,1,116.1,21.1,2.474,56.71,47.19,46.87,7.951,1.277,99.05,76.89,29.42,88.2,12.014,36.6,2956.1,40.3
PUMP_032,111,2025-01-21 14:00:00,1,115.58,21.3,3.08,57.65,54.45,46.78,7.844,1.163,102.35,77.69,29.33,,12.003,72.1,2953.1,39.87
PUMP_032,112,2025-01-21 15:00:00,1,115.43,21.38,3.215,58.62,50.15,47.56,7.748,1.18,102.49,79.07,29.87,,11.989,59.0,2956.9,40.24
PUMP_032,113,2025-01-21 16:00:00,1,114.64,22.02,3.088,57.45,52.87,48.02,7.745,1.108,98.24,79.57,30.07,,12.016,42.2,2953.9,40.37
PUMP_032,114,2025-01-21 17:00:00,1,119.03,22.19,2.755,58.84,52.67,48.94,7.881,1.152,105.21,77.28,31.22,,11.992,49.1,2957.4,40.25
PUMP_032,115,2025-01-21 18:00:00,1,114.12,22.11,2.827,57.48,51.93,49.29,7.606,1.179,98.72,79.84,30.67,,11.978,64.8,2953.8,40.39
PUMP_032,116,2025-01-21 19:00:00,1,113.8,21.75,2.869,60.22,55.63,48.22,7.629,1.167,96.68,74.69,29.99,,11.994,36.8,2957.4,40.86
PUMP_032,117,2025-01-21 20:00:00,1,117.82,22.05,3.178,56.8,51.6,47.24,7.603,1.12,100.26,82.39,29.85,,11.983,51.1,2956.0,40.74
